,cl_id,halo_mass,z_cl,redshift,stellar_mass,g_mag,r_mag
358,970675,279999999999999.97,0.1448,0.1292,19319683170.16922,19.34,18.393
359,970675,279999999999999.97,0.1448,0.1496,17021585083.949501,19.139,18.538
360,970675,279999999999999.97,0.1448,0.1586,20417379446.695316,19.789,18.704
361,970675,279999999999999.97,0.1448,0.1297,28906798823.654778,18.42,17.801
362,970675,279999999999999.97,0.1448,0.1045,31117163371.0602,18.359,17.757
363,970675,279999999999999.97,0.1448,0.1837,34994516702.83577,19.554,18.563
364,970675,279999999999999.97,0.1448,0.1409,55847019473.68307,18.71,17.684
365,970675,279999999999999.97,0.1448,0.1577,21281390459.82709,19.474,18.43
366,970675,279999999999999.97,0.1448,0.1534,13458603540.55947,19.67,18.682
367,970675,279999999999999.97,0.1448,0.1461,79432823472.42822,18.528,17.467
368,970675,279999999999999.97,0.1448,0.1358,17988709151.28791,18.998,18.27
369,970675,279999999999999.97,0.1448,0.1389,33342641276.32347,19.271,18.225
370,970675,279999999999999.97,0.1448,0.1443,22961486481.123653,19.399,18.395
371,970675,279999999999999.97,0.1448,0.1438,13396766874.25937,19.861,18.856
372,970675,279999999999999.97,0.1448,0.1542,15417004529.495615,19.835,18.836
373,970675,279999999999999.97,0.1448,0.1457,71285303012.65192,18.665,17.576
374,970675,279999999999999.97,0.1448,0.1345,10471285480.508986,19.848,18.908
375,970675,279999999999999.97,0.1448,0.1685,17579236139.586895,19.601,18.673
376,976185,329000000000000.0,0.3252,0.3013,123594743344.4512,20.354,18.894
377,976185,329000000000000.0,0.3252,0.312,32136605386.40315,21.436,19.964
378,976185,329000000000000.0,0.3252,0.3248,111173172728.15897,20.788,19.254
379,976185,329000000000000.0,0.3252,0.3,14487718535.447601,21.481,20.463
380,976185,329000000000000.0,0.3252,0.367,13031667784.523,22.217,20.778
381,976185,329000000000000.0,0.3252,0.327,99083194489.27686,20.752,19.112
382,976185,329000000000000.0,0.3252,0.348,32960971217.745827,21.71,20.122
383,976185,329000000000000.0,0.3252,0.3178,22387211385.683376,21.794,20.279
384,976185,329000000000000.0,0.3252,0.3499,35156044052.829765,21.604,19.993
385,976185,329000000000000.0,0.3252,0.3633,36391503612.72071,21.536,19.928
386,976185,329000000000000.0,0.3252,0.2961,20606299132.700005,21.74,20.298
387,976185,329000000000000.0,0.3252,0.3363,30130060241.861156,21.669,20.09
388,976185,329000000000000.0,0.3252,0.335,42461956394.6313,21.226,19.678
389,976185,329000000000000.0,0.3252,0.3222,10889300933.334354,22.259,20.784
390,976185,329000000000000.0,0.3252,0.3574,10069316688.518044,22.552,20.994
391,976185,329000000000000.0,0.3252,0.3466,204173794466.95316,20.11,18.465
392,976185,329000000000000.0,0.3252,0.3552,29174270140.011658,21.832,20.59
393,976185,329000000000000.0,0.3252,0.3163,16557699634.69526,22.021,20.534
394,976185,329000000000000.0,0.3252,0.2878,157398286446.62164,20.18,18.735
395,976185,329000000000000.0,0.3252,0.3252,1300169578033.2925,18.519,16.869
396,976185,329000000000000.0,0.3252,0.3496,40550853544.83843,21.554,19.945
397,976185,329000000000000.0,0.3252,0.2929,33342641276.32347,21.53,20.197
398,976185,329000000000000.0,0.3252,0.2889,36559479161.31254,20.864,19.524
399,976185,329000000000000.0,0.3252,0.368,33342641276.32347,21.532,19.929
400,976185,329000000000000.0,0.3252,0.3317,66680676921.36219,20.985,19.486
401,976185,329000000000000.0,0.3252,0.3461,41879356511.791824,21.504,19.934
402,976185,329000000000000.0,0.3252,0.3249,28313919957.99379,21.636,20.065
403,976185,329000000000000.0,0.3252,0.3325,111429453359.17316,20.543,18.98
404,976185,329000000000000.0,0.3252,0.324,155238700995.80847,20.363,18.721
405,976185,329000000000000.0,0.3252,0.3408,44874538993.31314,21.552,20.029
406,976185,329000000000000.0,0.3252,0.3021,27989813196.343575,21.439,19.976
407,976185,329000000000000.0,0.3252,0.3697,18155156627.73137,21.556,20.319
408,976185,329000000000000.0,0.3252,0.335,11324003632.355577,22.292,20.745
409,976185,329000000000000.0,0.3252,0.3214,79983425500.70293,20.772,19.248
410,976185,329000000000000.0,0.3252,0.3377,23878112829.131783,21.688,20.156
411,976185,329000000000000.0,0.3252,0.3506,40179081084.89392,21.446,19.804
412,976185,329000000000000.0,0.3252,0.3731,18407720014.689583,22.108,20.555
413,976185,329000000000000.0,0.3252,0.3219,23823194693.586937,21.739,20.217
414,976185,329000000000000.0,0.3252,0.3456,10568175092.136564,22.383,20.818
415,976185,329000000000000.0,0.3252,0.2964,40831938633.26927,21.074,19.651
416,976185,329000000000000.0,0.3252,0.3001,47643098680.541664,20.837,19.412
417,976433,476000000000000.0,0.3189,0.3189,63386971125.692635,21.354,19.729
418,976433,476000000000000.0,0.3189,0.3246,62230028516.916016,20.982,19.492
419,976433,476000000000000.0,0.3189,0.3258,33496543915.782795,20.647,19.686
420,976433,476000000000000.0,0.3189,0.2698,26121613543.992054,21.172,19.925
421,976433,476000000000000.0,0.3189,0.3105,31188895840.939354,21.41,19.903
422,976433,476000000000000.0,0.3189,0.2803,95499258602.14369,20.001,18.744
423,976433,476000000000000.0,0.3189,0.2892,31188895840.939354,21.549,20.307
424,976433,476000000000000.0,0.3189,0.288,74131024130.09161,20.52,19.136
425,976433,476000000000000.0,0.3189,0.3292,10814339512.979397,22.222,20.851
426,976433,476000000000000.0,0.3189,0.3154,39536662006.81275,21.44,20.011
427,976433,476000000000000.0,0.3189,0.3101,10471285480.508986,21.18,20.269
428,976433,476000000000000.0,0.3189,0.2966,19275249131.909367,21.742,20.301
429,976433,476000000000000.0,0.3189,0.3301,34673685045.2531,21.559,19.973
430,976433,476000000000000.0,0.3189,0.3189,238781128291.3178,19.889,18.304
431,976433,476000000000000.0,0.3189,0.3383,35237087104.248764,21.359,19.783
432,976433,476000000000000.0,0.3189,0.3262,16368165214.278101,21.403,20.389
433,976433,476000000000000.0,0.3189,0.3182,22542392121.52428,21.76,20.259
434,976433,476000000000000.0,0.3189,0.3195,11776059735.208067,22.209,20.745
435,976433,476000000000000.0,0.3189,0.3466,24266100950.824142,21.907,20.394
436,976433,476000000000000.0,0.3189,0.3262,50234258952.23877,21.052,19.519
437,976433,476000000000000.0,0.3189,0.3234,25351286304.979073,21.691,20.158
438,976433,476000000000000.0,0.3189,0.3033,17579236139.586895,21.879,20.422
439,976433,476000000000000.0,0.3189,0.3704,34434993076.333916,20.862,19.65
440,976433,476000000000000.0,0.3189,0.3517,21330449131.465794,22.037,20.521
441,976433,476000000000000.0,0.3189,0.3258,46989410860.52161,21.133,19.572
442,976433,476000000000000.0,0.3189,0.3098,27669416454.115128,21.504,19.981
443,976433,476000000000000.0,0.3189,0.3699,17782794100.38923,22.055,20.495
444,976433,476000000000000.0,0.3189,0.3466,15031419660.90021,21.954,20.444
445,976433,476000000000000.0,0.3189,0.3094,37931498497.36825,21.259,19.84
446,976433,476000000000000.0,0.3189,0.3136,23280912576.650127,21.708,20.196
447,976433,476000000000000.0,0.3189,0.3204,19098532585.662407,21.821,20.275
448,976433,476000000000000.0,0.3189,0.3712,18535316234.148144,22.159,20.554
449,976433,476000000000000.0,0.3189,0.3201,18238957023.196346,21.704,20.268
450,976433,476000000000000.0,0.3189,0.3183,28444611074.4792,21.649,20.173
451,976433,476000000000000.0,0.3189,0.3621,46025657358.13563,21.468,19.86
452,976433,476000000000000.0,0.3189,0.3112,16032453906.900417,21.789,20.39
453,976433,476000000000000.0,0.3189,0.3274,1678804018122.5588,18.224,16.581
454,976433,476000000000000.0,0.3189,0.314,14421153515.24871,21.969,20.469
455,976433,476000000000000.0,0.3189,0.3255,16180800376.430645,22.0,20.514
456,976433,476000000000000.0,0.3189,0.3308,14757065332.75896,21.997,20.477
457,976433,476000000000000.0,0.3189,0.3313,12502590302.177189,22.212,20.663
458,976433,476000000000000.0,0.3189,0.3248,61517687270.98677,21.061,19.489
459,976433,476000000000000.0,0.3189,0.3347,25351286304.979073,21.637,20.087
460,976433,476000000000000.0,0.3189,0.332,82413811501.3003,20.765,19.178
461,976433,476000000000000.0,0.3189,0.3182,12387965865.30369,22.072,20.647
462,976433,476000000000000.0,0.3189,0.3157,42266861426.56024,21.377,19.895
463,976433,476000000000000.0,0.3189,0.34,63095734448.019424,21.265,19.636
464,976433,476000000000000.0,0.3189,0.3187,42756288615.158646,21.319,19.752
465,976433,476000000000000.0,0.3189,0.3198,112979591467.28,20.668,19.091
466,976433,476000000000000.0,0.3189,0.3138,163305194789.43314,20.226,18.643
467,976433,476000000000000.0,0.3189,0.3218,21677041048.196964,21.825,20.338
468,976433,476000000000000.0,0.3189,0.3626,10399201658.290579,22.471,20.905
469,976433,476000000000000.0,0.3189,0.3389,14996848355.02374,22.154,20.573
470,976433,476000000000000.0,0.3189,0.3487,10209394837.076807,22.512,20.955
471,976433,476000000000000.0,0.3189,0.3187,39902490236.21429,21.54,19.946
472,976433,476000000000000.0,0.3189,0.3552,10990058394.32522,22.209,20.733
473,976433,476000000000000.0,0.3189,0.3515,16143585568.26487,21.689,20.281
474,976433,476000000000000.0,0.3189,0.3165,32136605386.40315,21.655,20.075
475,976433,476000000000000.0,0.3189,0.359,20230191786.782677,21.719,20.219
476,976433,476000000000000.0,0.3189,0.3229,58210321777.08722,21.162,19.607
477,976433,476000000000000.0,0.3189,0.3205,13583134465.871513,21.998,20.548
478,976433,476000000000000.0,0.3189,0.3192,42461956394.6313,21.187,19.663
479,976433,476000000000000.0,0.3189,0.3257,28054336379.517162,21.05,19.887
480,976433,476000000000000.0,0.3189,0.3168,68076935869.374176,20.862,19.301
481,976433,476000000000000.0,0.3189,0.3112,12161860006.463703,22.066,20.746
482,976433,476000000000000.0,0.3189,0.3262,33189445755.2611,21.808,20.264
483,976433,476000000000000.0,0.3189,0.3194,37931498497.36825,21.525,20.017
484,976433,476000000000000.0,0.3189,0.352,29991625189.87653,21.685,20.122
485,976433,476000000000000.0,0.3189,0.3222,20276827195.212837,21.922,20.354
486,976433,476000000000000.0,0.3189,0.3244,45814188671.4533,21.201,19.644
487,976433,476000000000000.0,0.3189,0.3442,18535316234.148144,22.02,20.466
488,976433,476000000000000.0,0.3189,0.3212,25527013026.612473,21.81,20.231
489,976433,476000000000000.0,0.3189,0.2857,14321878992.735455,20.977,20.047
490,976433,476000000000000.0,0.3189,0.3,346736850452.53094,19.654,18.231
491,976433,476000000000000.0,0.3189,0.358,14354894333.53656,22.075,20.637
492,976586,495000000000000.0,0.358,0.3934,26121613543.992054,22.28,20.594
493,976586,495000000000000.0,0.358,0.3996,48528850016.2121,20.668,19.334
494,976586,495000000000000.0,0.358,0.3663,57809604740.57187,21.466,19.857
495,976586,495000000000000.0,0.358,0.3687,11587773561.551262,22.618,21.024
496,976586,495000000000000.0,0.358,0.3756,10162486928.70695,22.714,21.125
497,976586,495000000000000.0,0.358,0.3623,59156163417.54743,21.359,19.725
498,976586,495000000000000.0,0.358,0.385,27989813196.343575,22.131,20.463
499,976586,495000000000000.0,0.358,0.3803,91411324147.02509,21.226,19.511
500,976586,495000000000000.0,0.358,0.3076,104231742939.33058,19.963,18.909
501,976586,495000000000000.0,0.358,0.3633,31915378551.007584,22.09,20.41
502,976586,495000000000000.0,0.358,0.3693,16069412530.128756,22.237,20.644
503,976586,495000000000000.0,0.358,0.3232,59566214352.90109,21.018,19.497
504,976586,495000000000000.0,0.358,0.3552,31117163371.0602,22.257,20.522
505,976586,495000000000000.0,0.358,0.367,42953642676.48864,21.855,20.183
506,976586,495000000000000.0,0.358,0.3676,70957776796.33902,21.269,19.716
507,976586,495000000000000.0,0.358,0.3764,30408850256.76283,22.052,20.339
508,976586,495000000000000.0,0.358,0.3861,28444611074.4792,22.079,20.495
509,976586,495000000000000.0,0.358,0.3812,12735030810.16663,22.578,20.999
510,976586,495000000000000.0,0.358,0.366,19408858775.92779,22.313,20.676
511,976586,495000000000000.0,0.358,0.3637,91201083935.59116,21.092,19.401
512,976586,495000000000000.0,0.358,0.3722,15812480392.703827,22.389,20.741
513,976586,495000000000000.0,0.358,0.3685,59703528658.38366,21.507,19.831
514,976586,495000000000000.0,0.358,0.3752,20044720273.651592,21.813,20.413
515,976586,495000000000000.0,0.358,0.358,1224616199265.0464,18.896,17.173
516,976586,495000000000000.0,0.358,0.4017,13091819229.994097,22.783,21.124
517,976586,495000000000000.0,0.358,0.3673,11776059735.208067,22.634,21.059
518,976586,495000000000000.0,0.358,0.357,23442288153.19918,22.165,20.543
519,976586,495000000000000.0,0.358,0.4043,13091819229.994097,22.72,20.994
520,976586,495000000000000.0,0.358,0.3568,32885163087.598263,21.633,20.058
521,976586,495000000000000.0,0.358,0.3527,60255958607.435684,21.299,19.748
522,976586,495000000000000.0,0.358,0.3861,59566214352.90109,21.46,19.949
523,976586,495000000000000.0,0.358,0.3913,125314117494.14182,21.138,19.344
524,976586,495000000000000.0,0.358,0.3836,69183097091.89363,20.622,19.443
525,976586,495000000000000.0,0.358,0.3842,10447202192.208004,22.799,21.238
526,976586,495000000000000.0,0.358,0.4059,26001595631.652668,22.308,20.542
527,976586,495000000000000.0,0.358,0.3577,410204102986.6064,20.048,18.273
528,976586,495000000000000.0,0.358,0.3501,24547089156.850334,22.068,20.511
529,976586,495000000000000.0,0.358,0.3915,52966344389.16581,21.852,20.048
530,976586,495000000000000.0,0.358,0.3776,12050359403.717962,22.533,20.945
531,976586,495000000000000.0,0.358,0.3566,124738351424.29433,20.939,19.286
532,976586,495000000000000.0,0.358,0.392,14454397707.45928,22.748,20.993
533,976586,495000000000000.0,0.358,0.3529,174984668862.46582,20.651,18.944
534,976586,495000000000000.0,0.358,0.3565,147570653327.58963,20.825,19.114
535,976586,495000000000000.0,0.358,0.3643,38994198667.65428,21.899,20.219
536,976586,495000000000000.0,0.358,0.4063,52601726639.07063,21.853,20.055
537,976586,495000000000000.0,0.358,0.3592,66069344800.75964,21.676,19.899
538,976586,495000000000000.0,0.358,0.4049,25061092530.321087,22.306,20.596
539,976586,495000000000000.0,0.358,0.3998,11142945335.917315,22.908,21.198
540,976586,495000000000000.0,0.358,0.3607,31988951096.914036,21.956,20.335
541,976586,495000000000000.0,0.358,0.368,31188895840.939354,21.871,20.373
542,976586,495000000000000.0,0.358,0.3973,20323570109.36221,22.307,20.692
543,976586,495000000000000.0,0.358,0.3589,122461619926.50464,21.067,19.464
544,976586,495000000000000.0,0.358,0.3729,41686938347.03346,21.062,19.743
545,976586,495000000000000.0,0.358,0.3857,10232929922.807537,22.781,21.114
546,976586,495000000000000.0,0.358,0.3518,14190575216.890898,21.949,20.543
547,976586,495000000000000.0,0.358,0.3263,23496328208.483097,20.797,19.995
548,976586,495000000000000.0,0.358,0.3743,14157937799.570808,22.421,20.78
549,976586,495000000000000.0,0.358,0.3759,12217996601.64871,21.551,20.459
550,976586,495000000000000.0,0.358,0.3667,135831344658.71513,20.787,19.091
551,976586,495000000000000.0,0.358,0.372,94623716136.5795,21.151,19.433
552,976586,495000000000000.0,0.358,0.3599,20511621788.255627,21.833,20.409
553,976586,495000000000000.0,0.358,0.3519,80537844119.90677,21.373,19.649
554,976586,495000000000000.0,0.358,0.4069,17258378919.90204,22.53,20.787
555,976586,495000000000000.0,0.358,0.4121,40738027780.41122,21.95,20.286
556,976586,495000000000000.0,0.358,0.3869,10232929922.807537,22.692,21.061
557,976586,495000000000000.0,0.358,0.3979,18407720014.689583,21.927,20.697
558,976586,495000000000000.0,0.358,0.348,77983011052.32578,20.272,19.211
559,982406,330000000000000.0,0.2202,0.2315,25234807724.805702,20.673,19.388
560,982406,330000000000000.0,0.2202,0.2429,174984668862.46582,19.081,17.959
561,982406,330000000000000.0,0.2202,0.2202,291742701400.1166,18.758,17.398
562,982406,330000000000000.0,0.2202,0.2093,18071741260.109257,20.639,19.447
563,982406,330000000000000.0,0.2202,0.2319,46989410860.52161,20.372,19.081
564,982406,330000000000000.0,0.2202,0.2456,12647363474.711523,21.394,20.175
565,982406,330000000000000.0,0.2202,0.2189,127643880881.13435,19.331,18.033
566,982406,330000000000000.0,0.2202,0.2382,73960527505.82375,19.936,18.663
567,982406,330000000000000.0,0.2202,0.2443,20796966871.036938,20.562,19.349
568,982406,330000000000000.0,0.2202,0.2561,11587773561.551262,21.231,19.944
569,982406,330000000000000.0,0.2202,0.2459,43451022417.15714,20.238,18.92
570,982406,330000000000000.0,0.2202,0.23,23604782331.805733,20.694,19.397
571,982406,330000000000000.0,0.2202,0.2279,61094202490.557144,19.692,18.484
572,982406,330000000000000.0,0.2202,0.2509,10375284158.180126,21.216,19.955
573,982406,330000000000000.0,0.2202,0.2464,41783036664.662224,19.809,18.74
574,982406,330000000000000.0,0.2202,0.2487,19364219639.466106,19.937,19.106
575,982406,330000000000000.0,0.2202,0.2292,26485001386.06701,20.574,19.359
576,982406,330000000000000.0,0.2202,0.2304,36140986263.96131,20.542,19.257
577,982406,330000000000000.0,0.2202,0.2314,51641636927.207,20.07,18.767
578,982406,330000000000000.0,0.2202,0.2656,19275249131.909367,19.676,18.913
579,982406,330000000000000.0,0.2202,0.2228,10000000000.0,21.29,20.073
580,982406,330000000000000.0,0.2202,0.2097,95279616402.36502,18.933,18.022
581,982406,330000000000000.0,0.2202,0.2396,124165230759.24094,19.328,18.061
582,982406,330000000000000.0,0.2202,0.2455,11508003889.444357,21.237,19.971
583,982406,330000000000000.0,0.2202,0.2511,14689262776.438662,20.581,19.575
584,982406,330000000000000.0,0.2202,0.2214,171790838715.75858,19.056,17.759
585,982406,330000000000000.0,0.2202,0.2164,145881426027.53473,19.059,17.8
586,982406,330000000000000.0,0.2202,0.2317,17060823890.031208,20.87,19.586
587,982406,330000000000000.0,0.2202,0.2193,1091440336448.7572,17.651,16.297
588,982406,330000000000000.0,0.2202,0.2197,92896638677.99362,19.545,18.25
589,982406,330000000000000.0,0.2202,0.2054,13427649611.378641,20.737,19.754
590,982406,330000000000000.0,0.2202,0.2373,10185913880.54115,21.197,19.977
591,982406,330000000000000.0,0.2202,0.2237,24099054286.865932,20.61,19.355
592,982406,330000000000000.0,0.2202,0.2651,29716660317.380314,20.779,19.47
593,982406,330000000000000.0,0.2202,0.263,19860949173.573715,20.968,19.68
594,982406,330000000000000.0,0.2202,0.2015,11561122421.921005,20.806,19.68
595,982406,330000000000000.0,0.2202,0.2457,62661386467.23363,19.804,18.603
596,982406,330000000000000.0,0.2202,0.2219,86496791877.56921,19.153,18.185
597,982406,330000000000000.0,0.2202,0.2588,48640720569.14609,19.706,18.587
598,982406,330000000000000.0,0.2202,0.2292,174984668862.46582,19.422,18.225
599,982406,330000000000000.0,0.2202,0.2253,15848931924.611109,20.953,19.694
600,983739,304000000000000.0,0.2427,0.2441,21330449131.465794,20.767,19.594
601,983739,304000000000000.0,0.2427,0.2599,26607250597.98814,20.947,19.587
602,983739,304000000000000.0,0.2427,0.2628,11350108156.723143,21.504,20.184
603,983739,304000000000000.0,0.2427,0.2462,74131024130.09161,19.384,18.457
604,983739,304000000000000.0,0.2427,0.2336,67920363261.71857,19.692,18.506
605,983739,304000000000000.0,0.2427,0.2514,50350060878.790474,20.43,19.037
606,983739,304000000000000.0,0.2427,0.2902,12189895989.248674,21.665,20.284
607,983739,304000000000000.0,0.2427,0.259,10814339512.979397,20.754,19.919
608,983739,304000000000000.0,0.2427,0.2571,28840315031.266117,20.941,19.567
609,983739,304000000000000.0,0.2427,0.2218,11040786199.020712,21.235,20.105
610,983739,304000000000000.0,0.2427,0.2798,73113908348.34187,20.089,18.755
611,983739,304000000000000.0,0.2427,0.2651,25409727055.49301,21.01,19.627
612,983739,304000000000000.0,0.2427,0.1976,31332857243.155888,20.03,19.193
613,983739,304000000000000.0,0.2427,0.2614,176197604641.1631,19.534,18.109
614,983739,304000000000000.0,0.2427,0.2006,41114972110.45229,19.717,18.912
615,983739,304000000000000.0,0.2427,0.2494,59020108017.18454,20.312,18.94
616,983739,304000000000000.0,0.2427,0.2427,228559880337.543,19.243,17.843
617,983739,304000000000000.0,0.2427,0.2805,29580124665.515465,19.854,18.979
618,983739,304000000000000.0,0.2427,0.244,47973344863.66882,20.877,19.718
619,983739,304000000000000.0,0.2427,0.2437,27478941531.02397,20.965,19.616
620,983739,304000000000000.0,0.2427,0.2811,17060823890.031208,21.291,19.976
621,983739,304000000000000.0,0.2427,0.2482,119398810446.4273,19.888,18.485
622,983739,304000000000000.0,0.2427,0.2661,20796966871.036938,21.114,19.702
623,983739,304000000000000.0,0.2427,0.2682,71614341021.29027,20.297,18.866
624,983739,304000000000000.0,0.2427,0.2732,29444216337.98757,20.916,19.522
625,983739,304000000000000.0,0.2427,0.2423,1318256738556.4048,17.864,16.413
626,983739,304000000000000.0,0.2427,0.2565,68076935869.374176,20.23,18.871
627,983739,304000000000000.0,0.2427,0.2678,17864875748.520535,21.381,19.988
628,983739,304000000000000.0,0.2427,0.2719,19678862897.06847,20.988,19.749
629,983739,304000000000000.0,0.2427,0.2665,10519618738.232235,21.821,20.498
630,983739,304000000000000.0,0.2427,0.2848,43251383103.50079,20.621,19.224
631,983739,304000000000000.0,0.2427,0.2766,11668096170.60963,21.631,20.271
632,983739,304000000000000.0,0.2427,0.2856,43052661049.1711,20.744,19.319
633,983739,304000000000000.0,0.2427,0.2498,30130060241.861156,20.817,19.455
634,983739,304000000000000.0,0.2427,0.2008,17378008287.493763,20.728,19.584
635,983739,304000000000000.0,0.2427,0.2811,40086671762.73026,20.79,19.377
636,983739,304000000000000.0,0.2427,0.2372,15922087270.5117,21.288,20.085
637,983739,304000000000000.0,0.2427,0.2626,47097732639.69529,20.572,19.166
638,983739,304000000000000.0,0.2427,0.2415,72110747918.29005,20.113,18.793
639,983739,304000000000000.0,0.2427,0.2482,41209751909.73304,20.578,19.252
640,983739,304000000000000.0,0.2427,0.2694,30619634336.90682,20.925,19.521
641,983739,304000000000000.0,0.2427,0.2686,72610595743.51558,20.02,18.692
642,983739,304000000000000.0,0.2427,0.1943,194088587759.27792,18.543,17.671
643,983739,304000000000000.0,0.2427,0.2875,11117317272.815897,21.51,20.267
644,985124,346000000000000.0,0.2401,0.2433,288403150312.66113,19.193,17.712
645,985124,346000000000000.0,0.2401,0.2588,84527884516.02892,19.788,18.486
646,985124,346000000000000.0,0.2401,0.2848,13489628825.916561,21.373,20.092
647,985124,346000000000000.0,0.2401,0.2449,12912192736.13536,21.184,19.907
648,985124,346000000000000.0,0.2401,0.2568,19408858775.92779,20.97,19.655
649,985124,346000000000000.0,0.2401,0.2438,22438819237.82771,21.062,19.75
650,985124,346000000000000.0,0.2401,0.2434,10280162981.264746,21.418,20.162
651,985124,346000000000000.0,0.2401,0.2535,19498445997.580414,20.963,19.988
652,985124,346000000000000.0,0.2401,0.2579,42953642676.48864,20.523,19.128
653,985124,346000000000000.0,0.2401,0.2518,87700082114.3634,20.012,18.629
654,985124,346000000000000.0,0.2401,0.2631,23067471887.20067,20.881,19.539
655,985124,346000000000000.0,0.2401,0.2573,42364296604.95418,20.598,19.225
656,985124,346000000000000.0,0.2401,0.2611,30199517204.02019,20.735,19.352
657,985124,346000000000000.0,0.2401,0.2575,28444611074.4792,20.829,19.541
658,985124,346000000000000.0,0.2401,0.2506,63533093185.17449,19.951,18.841
659,985124,346000000000000.0,0.2401,0.2376,30060763026.28229,20.564,19.293
660,985124,346000000000000.0,0.2401,0.2702,14521116175.877449,21.271,19.93
661,985124,346000000000000.0,0.2401,0.2159,13091819229.994097,20.834,19.674
662,985124,346000000000000.0,0.2401,0.2592,23878112829.131783,21.024,19.651
663,985124,346000000000000.0,0.2401,0.2705,23388372386.593536,20.703,19.468
664,985124,346000000000000.0,0.2401,0.2376,195433945577.53964,19.302,17.941
665,985124,346000000000000.0,0.2401,0.2592,16904409316.432632,21.261,19.952
666,985124,346000000000000.0,0.2401,0.2443,73960527505.82375,20.013,18.66
667,985124,346000000000000.0,0.2401,0.2582,38018939632.05613,20.483,19.122
668,985124,346000000000000.0,0.2401,0.2532,11455129414.455338,21.433,20.11
669,985124,346000000000000.0,0.2401,0.2466,18071741260.109257,21.037,19.708
670,985124,346000000000000.0,0.2401,0.2422,333426412763.23474,18.873,17.486
671,985124,346000000000000.0,0.2401,0.2455,20989398836.235203,21.021,19.684
672,985124,346000000000000.0,0.2401,0.2897,17258378919.90204,20.739,19.689
673,985124,346000000000000.0,0.2401,0.2666,16218100973.58933,20.892,19.741
674,985124,346000000000000.0,0.2401,0.2422,13458603540.55947,21.192,20.031
675,985124,346000000000000.0,0.2401,0.2661,10280162981.264746,21.768,20.396
676,985124,346000000000000.0,0.2401,0.2401,1479108388168.2073,17.672,16.256
677,985124,346000000000000.0,0.2401,0.2643,24717241450.161343,21.051,19.704
678,985124,346000000000000.0,0.2401,0.2701,11015393095.414145,21.705,20.366
679,985124,346000000000000.0,0.2401,0.2289,64565422903.46562,19.429,18.573
680,985124,346000000000000.0,0.2401,0.2801,10185913880.54115,20.48,19.676
681,985124,346000000000000.0,0.2401,0.2539,21232444620.002193,21.054,19.701
682,985124,346000000000000.0,0.2401,0.2488,10519618738.232235,21.464,20.165
683,985124,346000000000000.0,0.2401,0.2842,12647363474.711523,21.409,20.123
684,985124,346000000000000.0,0.2401,0.2487,23227367963.57105,20.635,19.489
685,985124,346000000000000.0,0.2401,0.279,17579236139.586895,21.426,20.043
686,985124,346000000000000.0,0.2401,0.2889,18706821403.658016,20.088,19.256
687,985124,346000000000000.0,0.2401,0.278,51050499997.54065,19.74,18.8
688,985124,346000000000000.0,0.2401,0.2311,167494287602.64383,19.195,17.879
689,985124,346000000000000.0,0.2401,0.2673,23878112829.131783,21.257,20.076
690,985124,346000000000000.0,0.2401,0.2239,19952623149.688828,19.65,18.959
691,985429,240000000000000.0,0.1645,0.1647,30199517204.02019,19.389,18.344
692,985429,240000000000000.0,0.1645,0.1638,10592537251.772898,20.294,19.254
693,985429,240000000000000.0,0.1645,0.1608,99083194489.27686,18.431,17.371
694,985429,240000000000000.0,0.1645,0.1477,33036954103.681488,18.854,18.119
695,985429,240000000000000.0,0.1645,0.1626,86297854776.69702,18.612,17.519
696,985429,240000000000000.0,0.1645,0.1628,30619634336.90682,19.431,18.369
697,985429,240000000000000.0,0.1645,0.1928,15995580286.146711,20.266,19.087
698,985429,240000000000000.0,0.1645,0.1562,10889300933.334354,20.263,19.242
699,985429,240000000000000.0,0.1645,0.1686,22855988033.7543,19.892,18.799
700,985429,240000000000000.0,0.1645,0.1632,42364296604.95418,19.204,18.133
701,985429,240000000000000.0,0.1645,0.1405,14387985782.558437,19.487,18.751
702,985429,240000000000000.0,0.1645,0.1782,15452544395.38414,20.236,19.116
703,985429,240000000000000.0,0.1645,0.1686,11534532578.210907,19.776,19.012
704,985429,240000000000000.0,0.1645,0.1642,22233098906.514008,19.73,18.653
705,985429,240000000000000.0,0.1645,0.1631,13614446824.65951,19.996,19.0
706,985429,240000000000000.0,0.1645,0.161,70145529841.99713,19.007,17.889
707,985429,240000000000000.0,0.1645,0.1819,11220184543.019653,20.405,19.302
708,985429,240000000000000.0,0.1645,0.1617,55975760149.51093,19.073,17.972
709,985429,240000000000000.0,0.1645,0.1672,21281390459.82709,19.431,18.502
710,985429,240000000000000.0,0.1645,0.1659,11912420080.273762,20.288,19.224
711,985429,240000000000000.0,0.1645,0.1681,25118864315.09582,19.795,18.68
712,985429,240000000000000.0,0.1645,0.1645,119674053130.72418,18.43,17.308
713,985429,240000000000000.0,0.1645,0.1631,31477483141.01311,19.597,18.483
714,985429,240000000000000.0,0.1645,0.1742,72110747918.29005,19.0,17.85
715,985429,240000000000000.0,0.1645,0.1622,13243415351.946644,20.121,19.099
716,985429,240000000000000.0,0.1645,0.1623,642687717317.0194,17.005,15.862
717,985429,240000000000000.0,0.1645,0.1648,13835663789.71781,19.565,18.864
